title,amount,time,cofog1.code,cofog1.label,cofog2.code,cofog2.label,cofog3.code,cofog3.label,level
Opšte javne usluge,3507732,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Derventa
Odbrana,2647,2013,02,Odbrana,02.2,Civilna zaštita,2.2.2,Civilna zaštita,Derventa
Javni red i sigurnost,348598,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Derventa
Ekonomski poslovi,383474,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Derventa
Zaštita životne sredine,36000,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Derventa
Stambeni i zajednički poslovi,2237561,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Derventa
Zdravstvo,80830,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Derventa
"Rekreacija, kultura i religija",969007,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Derventa
Obrazovanje,1081586,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Derventa
Socijalna zaštita,2416727,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Derventa
Otplata dugova,347548,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Derventa
Opšte javne usluge,3216181,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Foča
Javni red i sigurnost,403,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Foča
Ekonomski poslovi,440504,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Foča
Zaštita životne sredine,47433,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Foča
Stambeni i zajednički poslovi,1006848,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Foča
Zdravstvo,41000,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Foča
"Rekreacija, kultura i religija",980155,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Foča
Obrazovanje,778636,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Foča
Socijalna zaštita,1473549,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Foča
Ostalo,6376,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Foča
Otplata dugova,264682,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Foča
Opšte javne usluge,6413081,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Gacko
Javni red i sigurnost,676903,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Gacko
Ekonomski poslovi,285395,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Gacko
Zdravstvo,69000,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Gacko
"Rekreacija, kultura i religija",1409606,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Gacko
Obrazovanje,782954,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Gacko
Socijalna zaštita,1281690,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Gacko
Ostalo,19636,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Gacko
Otplata dugova,472777,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Gacko
Opšte javne usluge,5940662,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Gradiška
Javni red i sigurnost,788496,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Gradiška
Ekonomski poslovi,1063796,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Gradiška
Zaštita životne sredine,11408,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Gradiška
Stambeni i zajednički poslovi,3516901,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Gradiška
Zdravstvo,113093,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Gradiška
"Rekreacija, kultura i religija",1398541,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Gradiška
Obrazovanje,2184961,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Gradiška
Socijalna zaštita,3749599,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Gradiška
Ostalo,200932.4,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Gradiška
Otplata dugova,3270254.35,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Gradiška
Opšte javne usluge,10391146,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Ugljevik
Javni red i sigurnost,272279,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Ugljevik
Ekonomski poslovi,83108,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Ugljevik
Stambeni i zajednički poslovi,800,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Ugljevik
"Rekreacija, kultura i religija",272153,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Ugljevik
Obrazovanje,507947,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Ugljevik
Socijalna zaštita,610249,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Ugljevik
Ostalo,908541,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Ugljevik
Otplata dugova,2175733,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Ugljevik
Opšte javne usluge,3329557,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Pale
Ekonomski poslovi,84719,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Pale
Zaštita životne sredine,630031,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Pale
Stambeni i zajednički poslovi,1375485,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Pale
Zdravstvo,33300,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Pale
"Rekreacija, kultura i religija",580185,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Pale
Obrazovanje,333120,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Pale
Socijalna zaštita,896800,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Pale
Ostalo,811918,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Pale
Otplata dugova,930994,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Pale
Opšte javne usluge,7120805,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Zvornik
Javni red i sigurnost,619248,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Zvornik
Ekonomski poslovi,2586903,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Zvornik
Zaštita životne sredine,19340,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Zvornik
Stambeni i zajednički poslovi,1975810,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Zvornik
Zdravstvo,32000,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Zvornik
"Rekreacija, kultura i religija",845463,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Zvornik
Obrazovanje,1412868,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Zvornik
Socijalna zaštita,1941744,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Zvornik
Ostalo,96680,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Zvornik
Otplata dugova,514161,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Zvornik
Opšte javne usluge,3379970,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Istočno Novo Sarajevo
"Rekreacija, kultura i religija",592409,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Istočno Novo Sarajevo
Obrazovanje,5900,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Istočno Novo Sarajevo
Socijalna zaštita,214104,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Istočno Novo Sarajevo
Ostalo,610024,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Istočno Novo Sarajevo
Otplata dugova,1155816,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Istočno Novo Sarajevo
Opšte javne usluge,4360790,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Grad Prijedor
Javni red i sigurnost,910101,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Grad Prijedor
Ekonomski poslovi,6213989,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Grad Prijedor
Zaštita životne sredine,1988,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Grad Prijedor
Stambeni i zajednički poslovi,5714207,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Grad Prijedor
Zdravstvo,144302,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Grad Prijedor
"Rekreacija, kultura i religija",3919338,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Grad Prijedor
Obrazovanje,2944562,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Grad Prijedor
Socijalna zaštita,3476103,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Grad Prijedor
Ostalo,3258239,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Grad Prijedor
Otplata dugova,1592994,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Grad Prijedor
